Reviews,Rating,Price,Last Updated,Category_FAMILY,Category_GAME,Category_TOOLS,Size_Varies with device,Size_0.1-10MB,Size_10.1-20MB,Size_30.1-40MB,Size_20.1-30MB,Type_Free,Content Rating_Everyone,Content Rating_Teen,Genres_Entertainment,Genres_Education
-0.1509958997731688,0.4032708863198737,0.0,2018-06-11,1,0,0,0,1,0,0,0,1,1,0,1,0
-0.1510479875735688,0.1951929945982137,0.0,2018-07-16,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1471757804918336,-0.4290406805667623,0.0,2018-06-27,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510469458175608,0.1951929945982137,0.0,2015-07-26,1,0,0,0,1,0,0,0,1,0,1,1,0
-0.1510254161933955,1.2355824532065078,0.0,2017-11-19,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.1509792316770408,1.4436603449281675,0.0,2018-05-29,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1419715147278693,0.8194266697631899,0.0,2018-02-14,0,1,0,0,0,1,0,0,1,1,0,0,0
-0.1510410425335155,0.1951929945982137,0.0,2015-05-27,1,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510438205495368,0.1951929945982137,0.0,2018-01-22,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1504701602411316,1.2355824532065078,0.0,2018-07-31,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1428531875626398,0.6113487780415318,0.0,2018-06-01,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.1510476403215661,0.1951929945982137,0.0,2018-06-14,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510202074133555,0.1951929945982137,0.0,2018-03-20,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1364359705533611,0.1951929945982137,0.0,2015-09-24,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510327084854515,-0.2209627888451042,0.0,2018-08-07,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.0571878547648038,-0.0128848971234443,0.0,2018-07-31,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510354865014728,0.1951929945982137,0.0,2017-08-21,0,0,1,0,0,1,0,0,1,1,0,0,0
-0.1509986777891901,-0.2209627888451042,0.0,2018-06-07,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1367325237636384,-0.0128848971234443,0.0,2018-08-03,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1445710432198315,0.4032708863198737,2.99,2018-07-04,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.1510090953492701,-1.0532743557317383,0.0,2018-07-05,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1497325969874677,-0.4290406805667623,0.0,2018-07-18,1,0,0,0,0,0,1,0,1,1,0,1,0
-0.1510465985655582,0.1951929945982137,0.0,2016-10-05,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1428386029785278,0.1951929945982137,0.0,2018-06-29,0,0,0,0,0,0,0,1,1,0,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-02-14,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1382104282869874,0.8194266697631899,0.0,2018-08-06,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510191656573475,0.4032708863198737,0.0,2018-06-28,1,0,0,0,0,0,0,0,1,1,0,0,1
2.0945060502023525,0.8194266697631899,0.0,2018-07-19,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.1452565186730953,-0.6371185722884214,0.0,2018-07-25,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510403480295102,-0.2209627888451042,0.0,2018-07-22,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510396535255048,0.1951929945982137,0.0,2018-04-18,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510413897855181,-2.7178974895050096,0.0,2017-06-26,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1504014043446036,-1.8855859226183744,0.0,2018-04-27,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510393062735021,1.651738236649826,0.0,2018-01-29,1,0,0,1,0,0,0,0,1,1,0,0,1
-0.054545267024511,-0.0128848971234443,0.0,2018-08-02,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.1510479875735688,0.1951929945982137,0.99,2017-11-27,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1429563214074318,0.4032708863198737,0.0,2018-03-24,1,0,0,0,0,1,0,0,1,1,0,0,0
-0.150166661990801,0.1951929945982137,2.99,2018-03-23,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1386986646027367,0.4032708863198737,0.0,2018-07-23,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510476403215661,1.651738236649826,0.0,2018-01-19,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1456527332081379,0.8194266697631899,0.0,2018-08-01,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1501142269383983,-2.301741706061692,0.0,2018-07-18,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1509271438766408,-0.0128848971234443,0.0,2014-04-11,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1509913854971342,1.0275045614848497,0.99,2017-10-06,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1354428298257346,0.4032708863198737,0.0,2018-06-14,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510472930695635,0.1951929945982137,0.0,2017-03-05,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.1509587438088835,-0.0128848971234443,0.0,2018-07-31,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510382645174942,0.8194266697631899,0.0,2018-01-16,1,0,0,0,0,0,0,1,1,1,0,0,0
1.170825446165281,0.1951929945982137,0.0,2018-08-01,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.1506302434143609,0.6113487780415318,0.0,2016-10-16,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1509559657928622,0.4032708863198737,0.0,2017-01-06,1,0,0,0,1,0,0,0,1,1,0,1,0
-0.1510465985655582,1.651738236649826,0.0,2018-03-15,0,0,0,0,1,0,0,0,1,1,0,0,0
0.7554957301319063,0.4032708863198737,0.0,2018-07-03,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.1510476403215661,0.1951929945982137,0.0,2017-11-30,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1384583662168914,0.6113487780415318,0.0,2018-08-01,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1445366652715675,-0.6371185722884214,0.0,2018-06-19,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1463375141573964,0.4032708863198737,0.0,2018-08-05,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510476403215661,0.1951929945982137,0.0,2017-03-29,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.0619153435291068,0.6113487780415318,0.0,2018-07-24,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510469458175608,0.1951929945982137,0.0,2018-06-21,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1505337073576196,0.8194266697631899,0.0,2018-03-31,1,0,0,0,1,0,0,0,1,0,1,1,0
-0.1505423886576863,1.2355824532065078,0.0,2016-11-14,0,0,1,0,0,1,0,0,1,1,0,0,0
4.279823324831708,0.6113487780415318,0.0,2018-07-25,0,0,1,0,0,1,0,0,1,1,0,0,0
-0.1510160403893235,-2.7178974895050096,0.0,2018-06-15,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1483338659207267,-1.6775080308967154,0.0,2016-07-30,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1430028531757891,-0.4290406805667623,0.0,2018-07-09,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.1438379942422023,-0.4290406805667623,0.0,2018-03-06,1,0,0,1,0,0,0,0,1,1,0,0,0
-0.1509858294650915,-4.798676406721598,0.0,2018-03-13,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508031749116889,1.0275045614848497,0.0,2015-07-28,0,1,0,0,1,0,0,0,1,1,0,0,0
-0.0704323933985105,-0.6371185722884214,0.0,2018-08-02,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1379968683053475,-2.093663814340033,0.0,2016-08-31,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1510462513135555,-1.2613522474533974,1.49,2017-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1491176136907452,-1.0532743557317383,0.0,2016-03-15,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-05-18,1,0,0,0,1,0,0,0,1,1,0,1,0
-0.1510195129093501,0.1951929945982137,0.0,2018-06-23,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-04-26,0,0,0,0,1,0,0,0,1,1,0,0,0
9.47189637647836,0.6113487780415318,0.0,2018-07-12,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.1345931041752095,-0.8451964640100803,0.0,2018-06-06,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.1344847615503775,0.1951929945982137,0.0,2016-04-12,0,1,0,0,1,0,0,0,1,1,0,0,0
-0.1498388561002837,-1.0532743557317383,0.0,2018-08-07,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1510476403215661,0.1951929945982137,0.0,2017-12-12,1,0,0,0,0,0,0,1,1,1,0,1,0
-0.1343014124929695,0.8194266697631899,0.0,2018-03-05,0,0,0,0,0,0,0,1,1,1,0,0,0
0.0173626359316797,-0.4290406805667623,0.0,2018-06-15,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.1510080535932622,-1.8855859226183744,0.0,2017-02-23,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510462513135555,0.1951929945982137,0.0,2018-08-04,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510455568095501,0.1951929945982137,0.0,2018-06-13,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510469458175608,0.1951929945982137,0.99,2014-01-22,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.140475205848379,-1.4694301391750564,0.0,2018-07-20,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510476403215661,-0.4290406805667623,0.0,2017-08-30,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1474692084340869,0.1951929945982137,0.0,2018-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.1510386117694968,-0.0128848971234443,0.0,2018-02-07,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1506667048746409,-0.6371185722884214,0.0,2018-05-09,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510132623733021,0.1951929945982137,0.0,2017-04-01,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510306249734355,-0.4290406805667623,0.0,2018-07-03,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510327084854515,-3.758286948113304,0.0,2018-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-02-01,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.0485249590542802,1.0275045614848497,0.0,2018-06-06,0,1,0,0,1,0,0,0,1,1,0,0,0
-0.1509865239690968,-0.4290406805667623,0.0,2015-05-04,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1481029433389534,0.6113487780415318,0.0,2018-08-03,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510465985655582,0.1951929945982137,0.0,2016-11-25,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2016-11-30,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1509893019851182,-0.2209627888451042,0.0,2018-03-25,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.0655146105367461,0.6113487780415318,0.0,2015-07-17,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1509497152568142,-0.0128848971234443,0.0,2018-04-26,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1490040622858732,-0.4290406805667623,0.0,2018-05-28,1,0,0,0,0,0,0,0,1,1,0,0,0
0.0716165943243034,0.6113487780415318,0.0,2018-07-26,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1418319194227973,0.4032708863198737,0.0,2017-02-09,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-06-25,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2017-06-01,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510202074133555,-0.2209627888451042,14.99,2013-11-05,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1509254076166275,-1.8855859226183744,0.0,2017-12-04,1,0,0,0,1,0,0,0,1,1,0,1,0
-0.1510406952815128,-0.6371185722884214,0.0,2018-01-19,0,0,1,0,0,1,0,0,1,1,0,0,0
-0.1455353620312366,-0.4290406805667623,0.0,2017-03-03,1,0,0,0,0,0,1,0,1,0,1,0,0
-0.141788512922464,-0.4290406805667623,0.0,2018-03-29,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1509705503769741,-3.9663648398349625,1.49,2014-07-26,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1509712448809795,0.4032708863198737,0.0,2018-04-06,0,0,0,0,0,0,1,0,1,1,0,0,0
0.0303793772516371,-0.0128848971234443,0.0,2018-06-19,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.1407151569822216,-0.0128848971234443,0.0,2018-07-19,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1483467142448254,-0.0128848971234443,0.0,2018-08-03,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.146769148396711,0.6113487780415318,0.0,2016-12-17,0,0,0,0,0,0,0,1,1,1,0,0,0
0.0264769592456698,0.1951929945982137,0.0,2018-08-01,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510469458175608,0.1951929945982137,0.0,2017-09-22,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.150257294763497,-0.6371185722884214,0.0,2018-07-12,0,0,0,0,0,0,0,1,1,1,0,0,0
0.4872324460078753,0.1951929945982137,0.0,2018-07-27,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.1510469458175608,1.651738236649826,0.0,2018-05-28,0,0,1,0,0,0,0,1,1,1,0,0,0
-0.1021142771138,-0.0128848971234443,0.0,2018-06-11,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508695000441982,0.1951929945982137,0.0,2018-02-12,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-06-13,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.0795439386964793,0.6113487780415318,0.0,2018-08-03,1,0,0,0,0,0,0,0,1,1,0,0,1
1.5577155704322638,0.4032708863198737,0.0,2018-06-15,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.1510462513135555,-0.0128848971234443,0.0,2018-04-13,1,0,0,0,1,0,0,0,1,1,0,1,0
0.0433891735315411,0.6113487780415318,0.0,2018-05-10,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510462513135555,-2.093663814340033,0.0,2015-05-13,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510459040615528,1.2355824532065078,0.0,2018-07-04,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510146513813128,0.1951929945982137,0.0,2014-11-25,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-06-28,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510323612334488,-0.0128848971234443,4.99,2015-08-18,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.1057031265613593,1.0275045614848497,0.0,2018-08-02,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1397254887746218,0.6113487780415318,0.0,2018-03-22,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510365282574808,-1.2613522474533974,0.0,2017-06-06,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.0600415717227179,0.8194266697631899,0.0,2018-01-04,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1074150789345056,0.4032708863198737,0.0,2018-06-18,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.1439984246674342,0.8194266697631899,0.0,2018-05-16,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510427787935288,-1.6775080308967154,0.0,2016-03-10,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1503600813562863,-0.4290406805667623,0.0,2018-08-01,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2017-10-05,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.1349462594619214,0.6113487780415318,0.0,2018-07-13,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1510452095575475,0.4032708863198737,0.0,2018-06-05,1,0,0,0,1,0,0,0,1,1,0,0,1
-0.1507760892554809,-1.2613522474533974,0.0,2016-06-25,1,0,0,0,0,0,0,1,1,0,1,1,0
-0.1508882516523422,0.1951929945982137,0.0,2018-07-12,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1504715492491423,1.2355824532065078,0.0,2018-06-05,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1075515489715536,0.1951929945982137,0.0,2018-08-02,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1509389504447315,0.6113487780415318,0.0,2016-09-08,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1348872266214681,-0.2209627888451042,0.0,2018-07-23,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.1503913340365263,1.0275045614848497,0.0,2018-05-24,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1506774696867235,-1.2613522474533974,0.0,2018-03-20,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1185424221079541,-0.0128848971234443,0.0,2018-02-09,0,1,0,1,0,0,0,0,1,1,0,0,0
-0.1510476403215661,0.1951929945982137,2.99,2018-06-29,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1509469372407928,-1.0532743557317383,0.0,2017-09-14,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1431400177168424,0.1951929945982137,0.0,2018-08-03,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.1197112723489298,0.8194266697631899,0.0,2018-07-31,0,0,0,0,0,1,0,0,1,1,0,0,0
0.0757103481837399,0.6113487780415318,0.0,2018-06-20,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.1510479875735688,0.1951929945982137,0.0,2013-04-05,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1506274653983396,1.4436603449281675,0.0,2018-01-22,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1472476616563856,-0.0128848971234443,0.0,2018-06-15,0,0,0,0,0,0,1,0,1,1,0,0,0
-0.1484508898456253,-0.2209627888451042,0.0,2018-04-16,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1509010999764408,-0.2209627888451042,0.0,2018-06-07,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1240981068986169,0.4032708863198737,0.0,2015-04-24,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510136096253048,0.8194266697631899,0.0,2018-06-08,1,0,0,0,0,1,0,0,1,0,1,0,0
-0.1509861767170942,1.0275045614848497,0.0,2018-06-12,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-02-27,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.064475285292765,-0.0128848971234443,0.0,2017-09-07,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.1494808392855345,-0.2209627888451042,0.0,2018-03-04,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.0009795621011725,1.2355824532065078,0.0,2018-06-28,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1509601328168942,-2.301741706061692,0.0,2016-09-12,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1497145398833291,-0.4290406805667623,0.0,2017-06-02,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-04-27,0,0,0,0,1,0,0,0,1,1,0,0,0
7.6377158126694304,0.4032708863198737,0.0,2018-07-05,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.1510438205495368,-0.2209627888451042,1.99,2017-03-02,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1459176864861725,0.4032708863198737,0.0,2018-07-23,1,0,0,0,0,1,0,0,1,1,0,0,0
-0.1510129151212995,0.1951929945982137,0.0,2018-07-15,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508594297361208,-2.5098195977833506,0.0,2018-07-02,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1487720979480919,-0.8451964640100803,0.0,2018-06-20,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.1510236799333822,-0.2209627888451042,0.99,2013-08-30,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1217437383205374,1.0275045614848497,0.0,2018-08-05,1,0,0,0,0,0,0,0,1,1,0,0,0
-0.1506774696867235,-1.2613522474533974,0.0,2018-03-20,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510476403215661,-0.4290406805667623,0.0,2017-03-15,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510462513135555,-3.342131164669986,0.0,2017-05-05,0,0,0,0,0,0,0,1,1,1,0,0,0
-0.1510209019173608,1.0275045614848497,0.0,2017-10-12,1,0,0,0,0,1,0,0,1,1,0,0,1
-0.0475526534468137,0.1951929945982137,0.0,2018-07-03,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1508184539998062,-0.2209627888451042,0.0,2018-06-21,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508997109684302,-2.093663814340033,0.0,2018-05-04,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1508205375118222,0.8194266697631899,0.0,2018-05-08,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1510469458175608,1.651738236649826,0.0,2018-08-01,1,0,0,0,1,0,0,0,1,1,0,0,1
-0.1488842603449532,0.8194266697631899,0.0,2018-07-13,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.1391987074865766,-0.2209627888451042,0.0,2018-03-30,0,0,0,0,0,1,0,0,1,1,0,0,0
-0.1507958826196329,0.1951929945982137,4.99,2016-12-09,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.1510472930695635,-2.5098195977833506,0.0,2018-07-10,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1507170564150275,-4.798676406721598,0.0,2018-07-18,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.0545331132044177,-0.0128848971234443,0.0,2018-08-02,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.1244887654016169,-0.2209627888451042,0.0,2018-06-08,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1289544261559093,0.1951929945982137,0.0,2017-11-20,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.141862477599032,0.1951929945982137,0.0,2014-11-03,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508781813442649,-0.8451964640100803,0.0,2015-03-17,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.1208179644814283,0.6113487780415318,0.0,2017-01-03,0,0,1,1,0,0,0,0,1,1,0,0,0
-0.1371943689271849,-0.2209627888451042,0.0,2018-01-02,0,1,0,0,0,0,0,1,1,0,0,0,0
-0.1510077063412595,-2.093663814340033,0.0,2018-06-13,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1508861681403262,-0.8451964640100803,0.99,2017-03-28,0,1,0,0,0,0,0,1,0,1,0,0,0
-0.1510479875735688,0.1951929945982137,0.0,2018-04-12,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1508177594958009,0.4032708863198737,0.0,2017-10-14,0,0,0,0,1,0,0,0,1,1,0,0,0
-0.1430004224117704,0.1951929945982137,0.0,2018-07-13,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1475855378549802,-0.4290406805667623,0.0,2018-06-05,0,0,0,0,0,0,1,0,1,1,0,0,0
-0.1510299304694302,0.4032708863198737,0.0,2018-03-17,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.1314480427870581,0.6113487780415318,0.0,2018-06-26,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.1489391261613746,1.0275045614848497,0.0,2018-02-25,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.1510452095575475,-0.2209627888451042,0.0,2017-07-14,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.1442279582411968,0.8194266697631899,0.0,2018-05-18,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.1490113545779292,1.2355824532065078,4.49,2018-07-18,0,0,0,0,0,1,0,0,0,1,0,0,0
1.2438056633057062,0.8194266697631899,0.0,2018-07-23,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1507167091630249,0.6113487780415318,0.0,2016-07-11,0,0,1,0,1,0,0,0,1,0,1,0,0
-0.1508278298038782,-0.4290406805667623,0.0,2018-06-15,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.1510448623055448,0.4032708863198737,0.0,2018-03-14,0,0,0,0,0,0,1,0,1,1,0,0,0
